6.7	9.4	0	1	356
6.7	12.4	0.1	1	546
6.9	74.2	1.5	1	249
6.7	21.2	2	1	309
7.1	10.4	0.13	0	685
7.1	10.4	0.14	0	685
6.5	22	0.15	0	275
6.5	22	0.16	0	275
6.5	12.5	0.17	0	196
6.5	12.5	0.18	0	196
6.5	10.5	0.19	0	231
6.7	9.4	0.2	1	356
6.5	10.5	0.22	0	231
6.5	9.6	0.26	0	339
6.5	9.6	0.28	0	339
6.9	7.1	0.3	0	609
6.9	7.1	0.32	0	609
6.9	19.1	0.34	0	256
6.9	19.1	0.36	0	256
6.9	22.5	0.38	0	312
6.9	22.5	0.4	0	312
6.9	0.9	0.42	0	312
6.7	11.4	0.44	1	309
6.9	0.9	0.46	0	312
7.5	13.6	0.48	0	276
7.5	13.6	0.5	0	276
7.5	10.6	0.55	0	523
7.5	10.6	0.6	0	523
7.3	23.6	0.65	0	354
7.3	23.6	0.7	0	354
7.3	19.7	0.75	0	271
7.3	19.7	0.8	0	271
7.3	11	0.85	0	379
6.7	11.4	0.9	1	309
7.3	11	1	0	379
6.9	8.7	1.1	1	289
6.9	8.7	1.2	1	289
6.9	12.2	1.3	1	350
6.9	12.2	1.4	1	350
6.9	74.2	1.5	1	249
6.9	74.2	1.6	1	249
6.9	27.7	1.7	1	371
6.9	27.7	1.8	1	371
6.9	27.4	1.9	1	199
6.7	21.2	2	1	309

				
				
				
				
				
