4.99E-06	-6.72E-07	1.58E-05	8.41E-04	-2.06E-05
4.98E-06	-2.00E-07	1.56E-05	8.45E-04	-2.05E-05
5.00E-06	2.58E-06	1.55E-05	8.10E-04	-2.02E-05
5.00E-06	8.55E-06	1.53E-05	8.25E-04	-2.01E-05
4.97E-06	1.17E-05	1.52E-05	7.68E-04	-1.98E-05
4.99E-06	1.57E-06	1.50E-05	7.20E-04	-1.97E-05
5.09E-06	-1.84E-05	1.49E-05	6.33E-04	-1.94E-05
5.16E-06	-4.62E-05	1.48E-05	5.90E-04	-1.93E-05
4.91E-06	-6.48E-05	1.47E-05	5.82E-04	-1.90E-05
4.61E-06	-5.40E-05	1.45E-05	6.99E-04	-1.89E-05
4.89E-06	-4.11E-05	1.44E-05	8.04E-04	-1.86E-05
5.63E-06	-4.35E-05	1.42E-05	9.49E-04	-1.85E-05
5.75E-06	-4.54E-05	1.41E-05	8.87E-04	-1.81E-05
5.10E-06	-3.57E-05	1.39E-05	7.87E-04	-1.79E-05
4.38E-06	3.48E-05	1.38E-05	6.81E-04	-1.76E-05
4.42E-06	0.00019281	1.36E-05	6.24E-04	-1.75E-05
4.48E-06	0.00028082	1.35E-05	4.71E-04	-1.71E-05
3.57E-06	0.00025798	1.34E-05	4.45E-04	-1.70E-05
3.42E-06	0.0002028	1.32E-05	5.94E-04	-1.66E-05
4.84E-06	6.99E-05	1.31E-05	6.09E-04	-1.65E-05
6.06E-06	-4.19E-05	1.30E-05	8.07E-04	-1.61E-05
6.25E-06	-0.00016435	1.31E-05	6.88E-04	-1.59E-05
5.24E-06	-0.00025885	1.30E-05	4.55E-04	-1.55E-05
4.59E-06	-0.00023382	1.28E-05	2.02E-04	-1.54E-05
9.23E-07	-0.00022587	1.31E-05	-4.12E-04	-1.53E-05
-7.30E-06	-0.00041853	1.29E-05	-0.00094732	-1.52E-05
-7.58E-06	-0.00048899	1.29E-05	-1.14E-03	-1.48E-05
1.01E-06	-0.00023238	1.23E-05	-7.40E-04	-1.43E-05
8.54E-06	-4.10E-06	1.23E-05	8.40E-05	-1.43E-05
9.52E-06	0.00015059	1.21E-05	4.38E-04	-1.37E-05
2.84E-06	3.65E-05	1.15E-05	3.79E-04	-1.33E-05
3.12E-06	-0.00018005	1.14E-05	4.59E-04	-1.32E-05
1.32E-05	-9.95E-05	1.07E-05	9.57E-05	-1.28E-05
1.14E-05	1.98E-06	1.05E-05	-6.80E-04	-1.26E-05
3.31E-06	-8.88E-05	1.04E-05	-1.68E-03	-1.22E-05
7.56E-06	0.00012355	1.02E-05	-1.64E-03	-1.20E-05
1.70E-05	0.00081876	1.08E-05	-7.14E-04	-1.16E-05
1.63E-05	0.0012445	1.06E-05	8.94E-04	-1.15E-05
7.25E-06	0.00095793	1.13E-05	2.97E-03	-1.11E-05
1.87E-06	0.00059623	1.12E-05	4.23E-03	-1.09E-05
7.30E-06	0.00059252	1.11E-05	5.14E-03	-1.05E-05
1.50E-05	0.0006102	1.10E-05	5.33E-03	-1.03E-05
7.71E-06	0.0003881	1.19E-05	4.44E-03	-9.90E-06
-4.16E-06	-0.00012439	1.08E-05	3.63E-03	-9.73E-06
-7.06E-07	-0.00077486	1.07E-05	2.80E-03	-1.04E-05
9.92E-06	-0.0015216	1.06E-05	1.68E-03	-1.02E-05
7.99E-06	-0.0018629	9.36E-06	5.83E-04	-9.82E-06
-5.02E-06	-0.0018799	9.20E-06	-6.37E-04	-8.47E-06
-6.13E-06	-0.0016877	9.09E-06	-1.54E-03	-8.06E-06
4.36E-06	-0.0010033	8.94E-06	-6.23E-04	-7.88E-06
7.80E-06	-0.00062724	8.84E-06	1.60E-03	-7.46E-06
-1.63E-07	-0.000434	8.70E-06	3.18E-03	-7.29E-06
-1.07E-05	-0.00046076	8.61E-06	3.21E-03	-6.86E-06
-1.19E-05	2.84E-08	9.98E-06	2.47E-03	-6.68E-06
1.04E-05	0.00062349	9.91E-06	1.48E-03	-6.26E-06
1.92E-05	0.00098985	9.80E-06	-1.39E-04	-6.09E-06
1.20E-06	0.00085984	9.72E-06	-3.88E-04	-5.67E-06
-1.57E-05	-0.00016385	9.60E-06	1.63E-04	-5.51E-06
-6.32E-06	-0.0011412	9.53E-06	-6.15E-04	-5.08E-06
1.84E-05	-0.0013191	9.42E-06	-2.70E-03	-4.94E-06
1.97E-05	-0.00056353	9.35E-06	-3.37E-03	-4.52E-06
2.54E-06	0.0002162	9.24E-06	-4.68E-03	-4.36E-06
-3.75E-06	0.00029145	9.18E-06	-6.74E-03	-3.94E-06
9.92E-06	0.00022389	6.95E-06	-6.85E-03	-3.78E-06
1.56E-05	0.00059088	6.85E-06	-3.25E-03	-3.34E-06
-2.29E-05	0.001753	6.71E-06	2.61E-03	-3.19E-06
-3.23E-05	0.0031949	6.63E-06	8.71E-03	-2.76E-06
8.65E-06	0.0040293	6.49E-06	1.27E-02	-2.61E-06
3.34E-05	0.0038093	6.38E-06	1.11E-02	-2.18E-06
2.89E-05	0.0018763	6.27E-06	7.41E-03	-2.03E-06
5.03E-06	-0.0013451	6.17E-06	5.60E-03	-1.61E-06
-1.03E-05	-0.0040725	8.73E-06	5.37E-03	-1.48E-06
-6.57E-06	-0.0056647	8.62E-06	7.56E-03	-1.03E-06
-1.87E-05	-0.0061298	8.53E-06	9.41E-03	-8.90E-07
-2.54E-05	-0.0045676	8.46E-06	8.23E-03	-4.66E-07
-2.22E-05	-0.0020587	8.35E-06	2.61E-03	-3.29E-07
-1.11E-05	-0.00023142	8.27E-06	-4.17E-03	9.16E-08
-1.79E-05	0.00035066	8.17E-06	-8.65E-03	2.08E-07
-8.37E-05	0.0010417	8.09E-06	-8.15E-03	6.40E-07
-0.0001079	2.69E-03	4.73E-06	-4.95E-03	7.47E-07
-2.00E-05	0.004502	4.67E-06	2.28E-03	1.16E-06
5.65E-05	0.0044113	4.52E-06	9.39E-03	1.30E-06
3.77E-05	0.0019246	4.45E-06	1.51E-02	1.72E-06
-6.43E-06	-0.00063851	4.31E-06	1.76E-02	1.83E-06
-4.16E-05	-0.0022109	4.25E-06	1.75E-02	2.25E-06
-2.63E-05	-0.0025467	4.12E-06	1.45E-02	2.36E-06
-1.90E-06	-0.0017157	4.06E-06	8.21E-03	2.78E-06
-1.59E-05	0.00085184	7.87E-06	6.97E-04	2.89E-06
-1.35E-05	0.0028894	7.82E-06	-7.30E-03	3.29E-06
5.01E-06	0.0041258	7.72E-06	-1.39E-02	3.39E-06
-2.00E-05	0.0027731	7.64E-06	-1.74E-02	3.81E-06
-7.98E-05	-6.08E-05	7.53E-06	-1.80E-02	3.91E-06
-6.92E-05	-0.00092592	7.45E-06	-1.52E-02	4.31E-06
1.48E-05	-0.00050959	2.87E-06	-7.35E-03	4.40E-06
7.75E-05	0.0010882	7.37E-06	2.79E-03	4.80E-06
8.10E-05	1.62E-03	7.24E-06	9.03E-03	4.87E-06
4.99E-05	0.0010434	2.45E-06	8.86E-03	5.27E-06
4.32E-05	0.0011113	2.35E-06	5.20E-03	5.34E-06
8.19E-05	0.0022822	2.29E-06	8.82E-04	5.75E-06
3.22E-05	0.0046966	2.18E-06	-7.68E-04	5.80E-06
-7.67E-05	0.0055342	2.10E-06	-3.30E-03	6.20E-06
-6.88E-05	0.0050364	2.01E-06	-6.50E-03	6.25E-06
9.24E-06	0.0047649	7.24E-06	-8.39E-03	6.65E-06
4.82E-06	0.003686	7.12E-06	-8.84E-03	6.70E-06
-5.26E-05	0.0008082	7.05E-06	-6.61E-03	7.09E-06
-3.88E-05	-0.001005	6.95E-06	-3.51E-03	7.12E-06
2.71E-05	-0.00025623	6.88E-06	-2.70E-04	7.52E-06
7.44E-05	-0.00051292	6.80E-06	2.95E-03	7.55E-06
3.45E-05	-0.0016058	6.71E-06	1.88E-03	7.94E-06
-3.25E-05	0.00022334	6.05E-07	-4.01E-03	7.95E-06
-5.61E-05	0.0017628	5.65E-07	-1.23E-02	8.35E-06
-1.10E-05	-2.08E-03	4.82E-07	-2.01E-02	8.38E-06
2.69E-05	-0.0084308	4.27E-07	-2.66E-02	8.76E-06
9.92E-06	-0.010888	3.28E-07	-2.71E-02	8.76E-06
-6.48E-06	-0.0074706	2.88E-07	-2.07E-02	9.16E-06
-8.87E-06	-0.0015033	6.79E-06	-7.58E-03	9.16E-06
-1.01E-05	0.0016931	-1.57E-09	5.40E-03	9.55E-06
1.85E-05	1.69E-04	-6.72E-08	1.38E-02	9.54E-06
7.22E-05	-0.002716	-1.23E-07	1.94E-02	9.92E-06
8.79E-05	-0.0057556	-2.23E-07	1.83E-02	9.89E-06
8.49E-05	-0.0042761	-2.66E-07	8.90E-03	3.12E-06
0.00010956	0.0028155	-3.33E-07	-6.69E-04	3.15E-06
0.00010801	0.0091751	-3.72E-07	-8.75E-03	1.09E-05
3.02E-05	0.01126	7.03E-06	-1.44E-02	1.08E-05
-3.41E-05	0.0068324	6.92E-06	-1.97E-02	1.12E-05
-4.69E-05	0.00047333	6.81E-06	-2.21E-02	1.12E-05
-2.09E-05	-0.0015319	6.73E-06	-1.86E-02	1.15E-05
4.65E-05	-0.00040941	6.62E-06	-1.12E-02	1.14E-05
8.26E-05	0.0020429	6.51E-06	-3.28E-03	1.18E-05
4.17E-05	0.0028541	6.39E-06	2.35E-03	1.17E-05
-2.08E-05	0.00080554	-1.95E-06	5.38E-03	1.21E-05
-2.23E-05	-0.00091294	-1.99E-06	3.44E-03	1.20E-05
6.27E-05	-0.0053931	-2.03E-06	-2.54E-03	1.24E-05
0.0001327	-0.0087804	-2.09E-06	-1.04E-02	1.23E-05
0.00011764	-0.0036375	-2.14E-06	-1.78E-02	3.90E-06
1.82E-05	0.003209	-2.19E-06	-1.97E-02	3.89E-06
-5.25E-05	0.0054066	-2.23E-06	-1.57E-02	4.27E-06
-4.94E-05	0.0048878	6.77E-06	-7.29E-03	4.25E-06
-5.55E-06	0.0021927	6.64E-06	1.77E-03	4.63E-06
4.30E-05	0.00096675	6.53E-06	1.00E-02	4.58E-06
7.58E-05	0.0033065	6.43E-06	1.66E-02	4.99E-06
